sentence-transformers/all-MiniLM-L6-v2	https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main?recursive=true	ok	2026-08-08T09:42:30.967794Z
cross-encoder/ms-marco-MiniLM-L6-v2	https://huggingface.co/api/models/cross-encoder/ms-marco-MiniLM-L6-v2/tree/main?recursive=true	ok	2026-08-08T09:42:31.254002Z
BAAI/bge-small-en-v1.5	https://huggingface.co/api/models/BAAI/bge-small-en-v1.5/tree/main?recursive=true	ok	2026-08-08T09:42:31.516661Z
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	https://huggingface.co/api/models/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2/tree/main?recursive=true	ok	2026-08-08T09:42:31.787003Z
BAAI/bge-m3	https://huggingface.co/api/models/BAAI/bge-m3/tree/main?recursive=true	ok	2026-08-08T09:42:32.059174Z
sentence-transformers/all-mpnet-base-v2	https://huggingface.co/api/models/sentence-transformers/all-mpnet-base-v2/tree/main?recursive=true	ok	2026-08-08T09:42:32.328416Z
nomic-ai/nomic-embed-text-v1.5	https://huggingface.co/api/models/nomic-ai/nomic-embed-text-v1.5/tree/main?recursive=true	ok	2026-08-08T09:42:32.605311Z
BAAI/bge-large-en-v1.5	https://huggingface.co/api/models/BAAI/bge-large-en-v1.5/tree/main?recursive=true	ok	2026-08-08T09:42:32.883640Z
sentence-transformers/paraphrase-multilingual-mpnet-base-v2	https://huggingface.co/api/models/sentence-transformers/paraphrase-multilingual-mpnet-base-v2/tree/main?recursive=true	ok	2026-08-08T09:42:33.160997Z
BAAI/bge-base-en-v1.5	https://huggingface.co/api/models/BAAI/bge-base-en-v1.5/tree/main?recursive=true	ok	2026-08-08T09:42:33.432382Z
cross-encoder/ms-marco-MiniLM-L4-v2	https://huggingface.co/api/models/cross-encoder/ms-marco-MiniLM-L4-v2/tree/main?recursive=true	ok	2026-08-08T09:42:33.711566Z
intfloat/multilingual-e5-large	https://huggingface.co/api/models/intfloat/multilingual-e5-large/tree/main?recursive=true	ok	2026-08-08T09:42:33.985353Z
nomic-ai/nomic-embed-text-v1	https://huggingface.co/api/models/nomic-ai/nomic-embed-text-v1/tree/main?recursive=true	ok	2026-08-08T09:42:34.280833Z
mixedbread-ai/mxbai-embed-large-v1	https://huggingface.co/api/models/mixedbread-ai/mxbai-embed-large-v1/tree/main?recursive=true	ok	2026-08-08T09:42:34.566579Z
BAAI/bge-reranker-base	https://huggingface.co/api/models/BAAI/bge-reranker-base/tree/main?recursive=true	ok	2026-08-08T09:42:34.831781Z
distilbert/distilbert-base-uncased-finetuned-sst-2-english	https://huggingface.co/api/models/distilbert/distilbert-base-uncased-finetuned-sst-2-english/tree/main?recursive=true	ok	2026-08-08T09:42:35.110034Z
sentence-transformers/all-MiniLM-L12-v2	https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L12-v2/tree/main?recursive=true	ok	2026-08-08T09:42:35.385818Z
sentence-transformers/paraphrase-MiniLM-L6-v2	https://huggingface.co/api/models/sentence-transformers/paraphrase-MiniLM-L6-v2/tree/main?recursive=true	ok	2026-08-08T09:42:35.651330Z
Xenova/all-MiniLM-L6-v2	https://huggingface.co/api/models/Xenova/all-MiniLM-L6-v2/tree/main?recursive=true	ok	2026-08-08T09:42:35.926646Z
sentence-transformers/paraphrase-MiniLM-L3-v2	https://huggingface.co/api/models/sentence-transformers/paraphrase-MiniLM-L3-v2/tree/main?recursive=true	ok	2026-08-08T09:42:36.211421Z
cross-encoder/ms-marco-MiniLM-L12-v2	https://huggingface.co/api/models/cross-encoder/ms-marco-MiniLM-L12-v2/tree/main?recursive=true	ok	2026-08-08T09:42:36.482788Z
BAAI/bge-reranker-large	https://huggingface.co/api/models/BAAI/bge-reranker-large/tree/main?recursive=true	ok	2026-08-08T09:42:36.757251Z
Alibaba-NLP/gte-reranker-modernbert-base	https://huggingface.co/api/models/Alibaba-NLP/gte-reranker-modernbert-base/tree/main?recursive=true	ok	2026-08-08T09:42:37.039898Z
cross-encoder/mmarco-mMiniLMv2-L12-H384-v1	https://huggingface.co/api/models/cross-encoder/mmarco-mMiniLMv2-L12-H384-v1/tree/main?recursive=true	ok	2026-08-08T09:42:37.309890Z
sentence-transformers/all-distilroberta-v1	https://huggingface.co/api/models/sentence-transformers/all-distilroberta-v1/tree/main?recursive=true	ok	2026-08-08T09:42:37.588388Z
Xenova/bge-base-en-v1.5	https://huggingface.co/api/models/Xenova/bge-base-en-v1.5/tree/main?recursive=true	ok	2026-08-08T09:42:37.933790Z
intfloat/multilingual-e5-large-instruct	https://huggingface.co/api/models/intfloat/multilingual-e5-large-instruct/tree/main?recursive=true	ok	2026-08-08T09:42:38.215019Z
michaelfeil/bge-small-en-v1.5	https://huggingface.co/api/models/michaelfeil/bge-small-en-v1.5/tree/main?recursive=true	ok	2026-08-08T09:42:38.530595Z
sentence-transformers/paraphrase-mpnet-base-v2	https://huggingface.co/api/models/sentence-transformers/paraphrase-mpnet-base-v2/tree/main?recursive=true	ok	2026-08-08T09:42:38.804734Z
Alibaba-NLP/gte-large-en-v1.5	https://huggingface.co/api/models/Alibaba-NLP/gte-large-en-v1.5/tree/main?recursive=true	ok	2026-08-08T09:42:39.078450Z
cross-encoder/ms-marco-MiniLM-L2-v2	https://huggingface.co/api/models/cross-encoder/ms-marco-MiniLM-L2-v2/tree/main?recursive=true	ok	2026-08-08T09:42:39.353131Z
sentence-transformers/all-roberta-large-v1	https://huggingface.co/api/models/sentence-transformers/all-roberta-large-v1/tree/main?recursive=true	ok	2026-08-08T09:42:39.632558Z
Qdrant/all-MiniLM-L6-v2-onnx	https://huggingface.co/api/models/Qdrant/all-MiniLM-L6-v2-onnx/tree/main?recursive=true	ok	2026-08-08T09:42:39.901014Z
WhereIsAI/UAE-Large-V1	https://huggingface.co/api/models/WhereIsAI/UAE-Large-V1/tree/main?recursive=true	ok	2026-08-08T09:42:40.182367Z
TaylorAI/bge-micro-v2	https://huggingface.co/api/models/TaylorAI/bge-micro-v2/tree/main?recursive=true	ok	2026-08-08T09:42:40.451095Z
jinaai/jina-embeddings-v2-small-en	https://huggingface.co/api/models/jinaai/jina-embeddings-v2-small-en/tree/main?recursive=true	ok	2026-08-08T09:42:40.720419Z
